Zona;Localidade;Bairro;Nr Local;Local de Votação;Endereço;Seção;Agregadas;Qtd Aptos
1;BOA VISTA;TANCREDO NEVES;3468;COEMA SOUTO MAIOR NOGUEIRA E.E.;AV. SAO SEBASTIAO, 92;611; ;307
1;BOA VISTA;TANCREDO NEVES;3468;COEMA SOUTO MAIOR NOGUEIRA E.E.;AV. SAO SEBASTIAO, 92;612; ;307
1;BOA VISTA;TANCREDO NEVES;3468;COEMA SOUTO MAIOR NOGUEIRA E.E.;AV. SAO SEBASTIAO, 92;613; ;315
1;BOA VISTA;TANCREDO NEVES;3468;COEMA SOUTO MAIOR NOGUEIRA E.E.;AV. SAO SEBASTIAO, 92;614; ;314
1;BOA VISTA;TANCREDO NEVES;3468;COEMA SOUTO MAIOR NOGUEIRA E.E.;AV. SAO SEBASTIAO, 92;615; ;307
1;BOA VISTA;TANCREDO NEVES;3484;JANIO DA SILVA QUADROS E.M.;RUA MARIA RODRIGUES DOS SANTOS 1.570 - 3625 3976;621; ;250
1;BOA VISTA;TANCREDO NEVES;3484;JANIO DA SILVA QUADROS E.M.;RUA MARIA RODRIGUES DOS SANTOS 1.570 - 3625 3976;622; ;253
1;BOA VISTA;TANCREDO NEVES;3611;PINGO DE GENTE E.E;RUA BELARMINO FERNANDES MAGALHAES 1.362;701; ;295
1;BOA VISTA;TANCREDO NEVES;3611;PINGO DE GENTE E.E;RUA BELARMINO FERNANDES MAGALHAES 1.362;702; ;300
1;BOA VISTA;TANCREDO NEVES;3611;PINGO DE GENTE E.E;RUA BELARMINO FERNANDES MAGALHAES 1.362;703; ;298
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;616; ;292
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;617; ;290
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;618; ;290
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;619;721 - 722;270
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;620; ;277
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;623; ;277
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;624; ;272
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;625; ;272
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;626; ;272
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;627; ;268
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;628; ;268
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;629; ;271
1;BOA VISTA;TANCREDO NEVES;3654;PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.;RUA HORÁCIO MARDEL DE MAGALHÃES, 1264;630; ;277
1;BOA VISTA;TREZE DE SETEMBRO;1570;13 DE SETEMBRO E.E.;RUA CARACARAI, 237;65;66;362
1;BOA VISTA;TREZE DE SETEMBRO;1570;13 DE SETEMBRO E.E.;RUA CARACARAI, 237;185;263;356
1;BOA VISTA;TREZE DE SETEMBRO;1570;13 DE SETEMBRO E.E.;RUA CARACARAI, 237;361;478;360
1;BOA VISTA;TREZE DE SETEMBRO;1570;13 DE SETEMBRO E.E.;RUA CARACARAI, 237;529; ;180
1;BOA VISTA;TREZE DE SETEMBRO;1619;MARIA DAS DORES BRASIL E.E.PROFª. ;AV. DAS GUIANAS, 1201;56;57;370
1;BOA VISTA;TREZE DE SETEMBRO;1619;MARIA DAS DORES BRASIL E.E.PROFª. ;AV. DAS GUIANAS, 1201;63;184;374
1;BOA VISTA;TREZE DE SETEMBRO;1619;MARIA DAS DORES BRASIL E.E.PROFª. ;AV. DAS GUIANAS, 1201;68;521;278
1;BOA VISTA;TREZE DE SETEMBRO;1619;MARIA DAS DORES BRASIL E.E.PROFª. ;AV. DAS GUIANAS, 1201;69;296;370
1;BOA VISTA;TREZE DE SETEMBRO;1619;MARIA DAS DORES BRASIL E.E.PROFª. ;AV. DAS GUIANAS, 1201;287;484;330
1;BOA VISTA;TREZE DE SETEMBRO;2410;PEQUENO POLEGAR E.M;AVENIDA GENERAL SAMPAIO, 262;231; ;285
1;BOA VISTA;TREZE DE SETEMBRO;2410;PEQUENO POLEGAR E.M;AVENIDA GENERAL SAMPAIO, 262;234; ;279
1;BOA VISTA;TREZE DE SETEMBRO;2410;PEQUENO POLEGAR E.M;AVENIDA GENERAL SAMPAIO, 262;378; ;282
1;BOA VISTA;TREZE DE SETEMBRO;3298;CANTINHO FELIZ E.M.;RUA MACUNAIMA, 392;64; ;340
1;BOA VISTA;TREZE DE SETEMBRO;3298;CANTINHO FELIZ E.M.;RUA MACUNAIMA, 392;67; ;340
1;BOA VISTA;TREZE DE SETEMBRO;3298;CANTINHO FELIZ E.M.;RUA MACUNAIMA, 392;229; ;339
1;BOA VISTA;UNIAO;3581;CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZONIA (FACULDADE ATUAL);RUA JORNALISTA HUMBERTO SILVA, 308 - 2121 5500;682; ;369
1;BOA VISTA;UNIAO;3581;CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZONIA (FACULDADE ATUAL);RUA JORNALISTA HUMBERTO SILVA, 308 - 2121 5500;683; ;374
1;BOA VISTA;UNIAO;3581;CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZONIA (FACULDADE ATUAL);RUA JORNALISTA HUMBERTO SILVA, 308 - 2121 5500;684; ;380
1;BOA VISTA;UNIAO;3581;CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZONIA (FACULDADE ATUAL);RUA JORNALISTA HUMBERTO SILVA, 308 - 2121 5500;685; ;364
1;BOA VISTA;UNIAO;3581;CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZONIA (FACULDADE ATUAL);RUA JORNALISTA HUMBERTO SILVA, 308 - 2121 5500;788; ;206
1;BOA VISTA;UNIAO;3670;FRANCISCO CASSIO DE MORAES E.M.;RUA RAIMUNDO ALVES SOARES, 900 - 3627-3140;729; ;324
1;BOA VISTA;UNIAO;3670;FRANCISCO CASSIO DE MORAES E.M.;RUA RAIMUNDO ALVES SOARES, 900 - 3627-3140;730; ;325
1;BOA VISTA;UNIAO;3670;FRANCISCO CASSIO DE MORAES E.M.;RUA RAIMUNDO ALVES SOARES, 900 - 3627-3140;731; ;336
1;BOA VISTA;UNIAO;3670;FRANCISCO CASSIO DE MORAES E.M.;RUA RAIMUNDO ALVES SOARES, 900 - 3627-3140;732; ;338
1;BOA VISTA;UNIAO;3670;FRANCISCO CASSIO DE MORAES E.M.;RUA RAIMUNDO ALVES SOARES, 900 - 3627-3140;733; ;322
1;BOA VISTA;UNIAO;3670;FRANCISCO CASSIO DE MORAES E.M.;RUA RAIMUNDO ALVES SOARES, 900 - 3627-3140;787; ;154
1;BOA VISTA;cinturao verde;3514;PROFESSOR CARLOS CASADIO E.E.;AVENIDA CENTENARIO, 900 - 3623 1002 - ORELHÃO;639; ;339
1;BOA VISTA;cinturao verde;3514;PROFESSOR CARLOS CASADIO E.E.;AVENIDA CENTENARIO, 900 - 3623 1002 - ORELHÃO;640; ;343
1;BOA VISTA;cinturao verde;3514;PROFESSOR CARLOS CASADIO E.E.;AVENIDA CENTENARIO, 900 - 3623 1002 - ORELHÃO;641; ;335
1;BOA VISTA;cinturao verde;3514;PROFESSOR CARLOS CASADIO E.E.;AVENIDA CENTENARIO, 900 - 3623 1002 - ORELHÃO;642; ;343
1;BOA VISTA;cinturao verde;3514;PROFESSOR CARLOS CASADIO E.E.;AVENIDA CENTENARIO, 900 - 3623 1002 - ORELHÃO;643; ;338
1;BOA VISTA;cinturao verde;3514;PROFESSOR CARLOS CASADIO E.E.;AVENIDA CENTENARIO, 900 - 3623 1002 - ORELHÃO;644; ;344
1;BOA VISTA;cinturao verde;3514;PROFESSOR CARLOS CASADIO E.E.;AVENIDA CENTENARIO, 900 - 3623 1002 - ORELHÃO;645; ;335
1;BOA VISTA;cinturao verde;3514;PROFESSOR CARLOS CASADIO E.E.;AVENIDA CENTENARIO, 900 - 3623 1002 - ORELHÃO;771; ;340
1;BOA VISTA;cinturao verde;3514;PROFESSOR CARLOS CASADIO E.E.;AVENIDA CENTENARIO, 900 - 3623 1002 - ORELHÃO;785; ;344
2;CARACARAÍ;CACHOEIRINHA;1171;ADONIAS BORGES DO CARMO E.;VILA CACHOEIRINHA S/N INTERIOR;91; ;215
2;CARACARAÍ;CAICUMBI;1180;CELESTINO DA LUZ E.;VILA CAICUMBI S/N INTERIOR;92; ;279
2;CARACARAÍ;CAROLINA DO NORTE (PA ITÃ);1392;MANOEL REINALDO MONTEIRO BRITO E. M.;BR-174, S/N;173; ;295
2;CARACARAÍ;CENTRO;1031;JOÃO ROGÉLIO SCHUERTZ E. P. G.;AVENIDA DR. ZANNY, S/N;1; ;259
2;CARACARAÍ;CENTRO;1031;JOÃO ROGÉLIO SCHUERTZ E. P. G.;AVENIDA DR. ZANNY, S/N;60; ;253
2;CARACARAÍ;CENTRO;1031;JOÃO ROGÉLIO SCHUERTZ E. P. G.;AVENIDA DR. ZANNY, S/N;100; ;249
2;CARACARAÍ;CENTRO;1031;JOÃO ROGÉLIO SCHUERTZ E. P. G.;AVENIDA DR. ZANNY, S/N;104; ;252
2;CARACARAÍ;CENTRO;1031;JOÃO ROGÉLIO SCHUERTZ E. P. G.;AVENIDA DR. ZANNY, S/N;136; ;250
2;CARACARAÍ;CENTRO;1040;COUTO DE MAGALHÃES E. M.;AVENIDA DOUTOR ZANNY, 1474;2; ;241
2;CARACARAÍ;CENTRO;1040;COUTO DE MAGALHÃES E. M.;AVENIDA DOUTOR ZANNY, 1474;3; ;238
2;CARACARAÍ;CENTRO;1040;COUTO DE MAGALHÃES E. M.;AVENIDA DOUTOR ZANNY, 1474;135; ;241
2;CARACARAÍ;CENTRO;1040;COUTO DE MAGALHÃES E. M.;AVENIDA DOUTOR ZANNY, 1474;160; ;236
2;CARACARAÍ;CENTRO;1040;COUTO DE MAGALHÃES E. M.;AVENIDA DOUTOR ZANNY, 1474;179; ;236
2;CARACARAÍ;CENTRO;1414;DEFENSORIA PÚBLICA DE CARACARAÍ;AVENIDA DOUTOR ZANNY;177; ;265
2;CARACARAÍ;CENTRO;1430;GUARDA MUNICIPAL DE CARACARAÍ;AV DR ZANNY, S/N;168; ;251
2;CARACARAÍ;N SRA DO LIVRAMENTO;1228;JOSÉ VIEIRA DE SALES GUERRA E.;SEDE;7; ;287
2;CARACARAÍ;N SRA DO LIVRAMENTO;1228;JOSÉ VIEIRA DE SALES GUERRA E.;SEDE;108; ;281
2;CARACARAÍ;N SRA DO LIVRAMENTO;1228;JOSÉ VIEIRA DE SALES GUERRA E.;SEDE;123; ;288
2;CARACARAÍ;N SRA DO LIVRAMENTO;1228;JOSÉ VIEIRA DE SALES GUERRA E.;SEDE;127; ;289
2;CARACARAÍ;N SRA DO LIVRAMENTO;1228;JOSÉ VIEIRA DE SALES GUERRA E.;SEDE;166; ;285
2;CARACARAÍ;N SRA DO LIVRAMENTO;1228;JOSÉ VIEIRA DE SALES GUERRA E.;SEDE;174; ;285
2;CARACARAÍ;N SRA DO LIVRAMENTO;1317;MANOEL PEREIRA DA COSTA E.;RUA ESTELITO LOPES, S/N, 3532-1203;4; ;286
2;CARACARAÍ;N SRA DO LIVRAMENTO;1317;MANOEL PEREIRA DA COSTA E.;RUA ESTELITO LOPES, S/N, 3532-1203;61; ;287
2;CARACARAÍ;N SRA DO LIVRAMENTO;1317;MANOEL PEREIRA DA COSTA E.;RUA ESTELITO LOPES, S/N, 3532-1203;172; ;288
2;CARACARAÍ;N SRA DO LIVRAMENTO;1406;CRECHE MUNICIPAL NATALINA TELES ALBUQUERQUE ARAGÃO;AVENIDA BEM QUERER;176; ;284
2;CARACARAÍ;NOVO PARAÍSO;1112;PADRE CALLERI E. P. G.;VILA NOVO PARAISO S/N INTERIOR;10; ;259
2;CARACARAÍ;NOVO PARAÍSO;1112;PADRE CALLERI E. P. G.;VILA NOVO PARAISO S/N INTERIOR;94; ;257
2;CARACARAÍ;NOVO PARAÍSO;1112;PADRE CALLERI E. P. G.;VILA NOVO PARAISO S/N INTERIOR;112; ;257
2;CARACARAÍ;NOVO PARAÍSO;1112;PADRE CALLERI E. P. G.;VILA NOVO PARAISO S/N INTERIOR;143; ;264
2;CARACARAÍ;NOVO PARAÍSO;1112;PADRE CALLERI E. P. G.;VILA NOVO PARAISO S/N INTERIOR;180; ;175
2;CARACARAÍ;PETROLINA;1104;COLÉGIO RORAIMA;VILA PETROLINA DO NORTE S/N INTERIOR;9;116;390
2;CARACARAÍ;SACAÍ;1163;VILA SACAI -  ADMINISTRACAO;VILA SACAI S/N INTERIOR;90; ;180
2;CARACARAÍ;SANTA LUZIA;1260;INSS INSTITUTO NACIONAL DE SEGURIDADE SOCIAL;PRACA DO CENTRO CIVICO, S/N, 3532-1555;5; ;235
2;CARACARAÍ;SÃO FRANCISCO;1082;PRESIDENTE CASTELO BRANCO E. P. S. G.;PRACA DO CENTRO CIVICO, S/N, 3532-1223;8; ;224
2;CARACARAÍ;SÃO FRANCISCO;1082;PRESIDENTE CASTELO BRANCO E. P. S. G.;PRACA DO CENTRO CIVICO, S/N, 3532-1223;63; ;229
2;CARACARAÍ;SÃO FRANCISCO;1082;PRESIDENTE CASTELO BRANCO E. P. S. G.;PRACA DO CENTRO CIVICO, S/N, 3532-1223;85; ;228
2;CARACARAÍ;SÃO FRANCISCO;1082;PRESIDENTE CASTELO BRANCO E. P. S. G.;PRACA DO CENTRO CIVICO, S/N, 3532-1223;89; ;227
2;CARACARAÍ;SÃO FRANCISCO;1082;PRESIDENTE CASTELO BRANCO E. P. S. G.;PRACA DO CENTRO CIVICO, S/N, 3532-1223;115; ;226
2;CARACARAÍ;SÃO FRANCISCO;1082;PRESIDENTE CASTELO BRANCO E. P. S. G.;PRACA DO CENTRO CIVICO, S/N, 3532-1223;137; ;223
2;CARACARAÍ;SÃO FRANCISCO;1082;PRESIDENTE CASTELO BRANCO E. P. S. G.;PRACA DO CENTRO CIVICO, S/N, 3532-1223;169; ;225
2;CARACARAÍ;SÃO FRANCISCO;1082;PRESIDENTE CASTELO BRANCO E. P. S. G.;PRACA DO CENTRO CIVICO, S/N, 3532-1223;178; ;224
2;CARACARAÍ;SÃO FRANCISCO;1325;CRIANÇA FELIZ E. M.;RUA T-10, S/N, 3532-1032;6; ;216
2;CARACARAÍ;SÃO FRANCISCO;1325;CRIANÇA FELIZ E. M.;RUA T-10, S/N, 3532-1032;62; ;220
2;CARACARAÍ;SÃO FRANCISCO;1325;CRIANÇA FELIZ E. M.;RUA T-10, S/N, 3532-1032;97; ;215
2;CARACARAÍ;SÃO JOSÉ OPERÁRIO;1236;IDNÉIA BARBOSA FERREIRA E.;RUA UAICA, S/N;69; ;294
2;CARACARAÍ;SÃO JOSÉ OPERÁRIO;1236;IDNÉIA BARBOSA FERREIRA E.;RUA UAICA, S/N;125; ;289
2;CARACARAÍ;SÃO JOSÉ OPERÁRIO;1236;IDNÉIA BARBOSA FERREIRA E.;RUA UAICA, S/N;156; ;287
2;CARACARAÍ;SÃO JOSÉ OPERÁRIO;1236;IDNÉIA BARBOSA FERREIRA E.;RUA UAICA, S/N;170; ;292
2;CARACARAÍ;TERRA PRETA;1120;BELIZIO MELO SOBRINHO E.P.G.;VILA TERRA PRETA S/N INTERIOR;11; ;213
2;CARACARAÍ;V. DO ITÃ (KM 75);1295;SEBASTIÃO BENICIO DA SILVA E.;BR-432/RR-170, KM 75, 400-7204;126; ;283
2;CARACARAÍ;V. DO ITÃ (KM 75);1295;SEBASTIÃO BENICIO DA SILVA E.;BR-432/RR-170, KM 75, 400-7204;159; ;281
2;CARACARAÍ;V. DO ITÃ (KM 75);1295;SEBASTIÃO BENICIO DA SILVA E.;BR-432/RR-170, KM 75, 400-7204;171; ;282
2;CARACARAÍ;V. DO ITÃ (KM 75);1295;SEBASTIÃO BENICIO DA SILVA E.;BR-432/RR-170, KM 75, 400-7204;182; ;286
2;CARACARAÍ;VISTA ALEGRE;1147;EDMUR OLIVA E. P. G.;VILA VISTA ALEGRE S/N INTERIOR;88; ;286
2;CARACARAÍ;VISTA ALEGRE;1147;EDMUR OLIVA E. P. G.;VILA VISTA ALEGRE S/N INTERIOR;131; ;288
3;ALTO ALEGRE;CENTRO;1015;PROFESSORA EDINEIDE SALES CAMPELO E.;AVENIDA GETULIO VARGAS S/N SEDE;12; ;261
3;ALTO ALEGRE;CENTRO;1015;PROFESSORA EDINEIDE SALES CAMPELO E.;AVENIDA GETULIO VARGAS S/N SEDE;13; ;258
3;ALTO ALEGRE;CENTRO;1015;PROFESSORA EDINEIDE SALES CAMPELO E.;AVENIDA GETULIO VARGAS S/N SEDE;14; ;250
3;ALTO ALEGRE;CENTRO;1015;PROFESSORA EDINEIDE SALES CAMPELO E.;AVENIDA GETULIO VARGAS S/N SEDE;15; ;257
3;ALTO ALEGRE;CENTRO;1015;PROFESSORA EDINEIDE SALES CAMPELO E.;AVENIDA GETULIO VARGAS S/N SEDE;16; ;258
3;ALTO ALEGRE;CENTRO;1015;PROFESSORA EDINEIDE SALES CAMPELO E.;AVENIDA GETULIO VARGAS S/N SEDE;155; ;258
3;ALTO ALEGRE;CENTRO;1015;PROFESSORA EDINEIDE SALES CAMPELO E.;AVENIDA GETULIO VARGAS S/N SEDE;206; ;260
3;ALTO ALEGRE;CENTRO;1031;SADOC PEREIRA E.P.;RUA MONTE  RORAIMA S/N SEDE;18; ;293
3;ALTO ALEGRE;CENTRO;1031;SADOC PEREIRA E.P.;RUA MONTE  RORAIMA S/N SEDE;19; ;295
3;ALTO ALEGRE;CENTRO;1031;SADOC PEREIRA E.P.;RUA MONTE  RORAIMA S/N SEDE;20; ;294
3;ALTO ALEGRE;CENTRO;1031;SADOC PEREIRA E.P.;RUA MONTE  RORAIMA S/N SEDE;21; ;298
3;ALTO ALEGRE;CENTRO;1031;SADOC PEREIRA E.P.;RUA MONTE  RORAIMA S/N SEDE;22; ;296
3;ALTO ALEGRE;CENTRO;1031;SADOC PEREIRA E.P.;RUA MONTE  RORAIMA S/N SEDE;157; ;298
3;ALTO ALEGRE;CENTRO;1031;SADOC PEREIRA E.P.;RUA MONTE  RORAIMA S/N SEDE;232; ;292
3;ALTO ALEGRE;CENTRO;1120;PROFESSOR GERALDO PINTO E.;AVENIDA SANTO AMARO S/N SEDE;30; ;233
3;ALTO ALEGRE;CENTRO;1120;PROFESSOR GERALDO PINTO E.;AVENIDA SANTO AMARO S/N SEDE;85; ;242
3;ALTO ALEGRE;CENTRO;1120;PROFESSOR GERALDO PINTO E.;AVENIDA SANTO AMARO S/N SEDE;97; ;239
3;ALTO ALEGRE;CENTRO;1120;PROFESSOR GERALDO PINTO E.;AVENIDA SANTO AMARO S/N SEDE;117; ;235
3;ALTO ALEGRE;CENTRO;1120;PROFESSOR GERALDO PINTO E.;AVENIDA SANTO AMARO S/N SEDE;121; ;235
3;ALTO ALEGRE;CENTRO;1120;PROFESSOR GERALDO PINTO E.;AVENIDA SANTO AMARO S/N SEDE;129; ;234
3;ALTO ALEGRE;CENTRO;1120;PROFESSOR GERALDO PINTO E.;AVENIDA SANTO AMARO S/N SEDE;208; ;236
3;ALTO ALEGRE;CENTRO;1171;UERR - UNIVERSIDADE ESTADUAL DE RORAIMA;RUA PEDRO VIANA, S/N - CENTRO;17;136;291
3;ALTO ALEGRE;CENTRO;1171;UERR - UNIVERSIDADE ESTADUAL DE RORAIMA;RUA PEDRO VIANA, S/N - CENTRO;211;215;288
3;ALTO ALEGRE;COMUNIDADE INDÍGENA RAIMUNDÃO;1163;ESCOLA ESTADUAL INDÍGENA EURICO MANDULÃO;COMUNIDADE RAIMUNDÃO I;209; ;241
3;ALTO ALEGRE;COMUNIDADE RECREAR;1180;ESCOLA MUNICIPAL TROPICAL;RR 205 - KM 45 - VICINAL RECREAR;212; ;348
3;ALTO ALEGRE;COMUNIDADE RECREAR;1180;ESCOLA MUNICIPAL TROPICAL;RR 205 - KM 45 - VICINAL RECREAR;240; ;265
3;ALTO ALEGRE;COMUNIDADE RECREAR;1180;ESCOLA MUNICIPAL TROPICAL;RR 205 - KM 45 - VICINAL RECREAR;241; ;267
3;ALTO ALEGRE;RURAL;1040;RUI BARBOSA E.P.G.;REGIAO DO TAIANO S/N INTERIOR;23; ;196
3;ALTO ALEGRE;RURAL;1040;RUI BARBOSA E.P.G.;REGIAO DO TAIANO S/N INTERIOR;24; ;197
3;ALTO ALEGRE;RURAL;1040;RUI BARBOSA E.P.G.;REGIAO DO TAIANO S/N INTERIOR;128; ;191
3;ALTO ALEGRE;RURAL;1058;HERMENEGILDO SAMPAIO E.P.;MALOCA DA BARATA S/N INTERIOR;25; ;271
3;ALTO ALEGRE;RURAL;1058;HERMENEGILDO SAMPAIO E.P.;MALOCA DA BARATA S/N INTERIOR;193; ;272
3;ALTO ALEGRE;RURAL;1066;MARECHAL RONDON E.P.;MALOCA DO BOQUEIRAO S/N INTERIOR;28; ;252
3;ALTO ALEGRE;RURAL;1066;MARECHAL RONDON E.P.;MALOCA DO BOQUEIRAO S/N INTERIOR;207; ;254
3;ALTO ALEGRE;RURAL;1090;MARIA DAS DORES PEREIRA DE MATOS E.P.G.;VILA SAO SILVESTRE S/N INTERIOR;29; ;204
3;ALTO ALEGRE;RURAL;1090;MARIA DAS DORES PEREIRA DE MATOS E.P.G.;VILA SAO SILVESTRE S/N INTERIOR;31; ;206
3;ALTO ALEGRE;RURAL;1090;MARIA DAS DORES PEREIRA DE MATOS E.P.G.;VILA SAO SILVESTRE S/N INTERIOR;236; ;206
3;ALTO ALEGRE;RURAL;1112;SEVERO BRITO E.;VILA REISLANDIA S/N REGIAO DO PAREDAO;94; ;261
3;ALTO ALEGRE;RURAL;1112;SEVERO BRITO E.;VILA REISLANDIA S/N REGIAO DO PAREDAO;184; ;257
3;ALTO ALEGRE;RURAL;1112;SEVERO BRITO E.;VILA REISLANDIA S/N REGIAO DO PAREDAO;224; ;257
3;ALTO ALEGRE;RURAL;1147;ESCOLA ANTONIO DIAS DE SOUZA CRUZ;MALOCA DO PIUM ;167; ;238
3;ALTO ALEGRE;RURAL;1155;ESCOLA ESTADUAL RIACHUELO;MALOCA DO SUCUBA;169; ;300
3;ALTO ALEGRE;RURAL;1198;POSTO DE SAÚDE DA SESAI - SIKAMABIU;COMUNIDADE INDÍGENA SIKAMABIU;226; ;148
4;CAROEBE;CENTRO;1023;TEREZA TEODORO DE OLIVEIRA E.P.;RUA PRINCIPAL S/N SEDE;14; ;289
4;CAROEBE;CENTRO;1023;TEREZA TEODORO DE OLIVEIRA E.P.;RUA PRINCIPAL S/N SEDE;15; ;285
4;CAROEBE;CENTRO;1023;TEREZA TEODORO DE OLIVEIRA E.P.;RUA PRINCIPAL S/N SEDE;17; ;291
4;CAROEBE;CENTRO;1023;TEREZA TEODORO DE OLIVEIRA E.P.;RUA PRINCIPAL S/N SEDE;18; ;289
4;CAROEBE;CENTRO;1023;TEREZA TEODORO DE OLIVEIRA E.P.;RUA PRINCIPAL S/N SEDE;74; ;283
4;CAROEBE;CENTRO;1023;TEREZA TEODORO DE OLIVEIRA E.P.;RUA PRINCIPAL S/N SEDE;75; ;291
4;CAROEBE;CENTRO;1023;TEREZA TEODORO DE OLIVEIRA E.P.;RUA PRINCIPAL S/N SEDE;104; ;290
4;CAROEBE;CENTRO;1023;TEREZA TEODORO DE OLIVEIRA E.P.;RUA PRINCIPAL S/N SEDE;123; ;292
4;CAROEBE;CENTRO;1023;TEREZA TEODORO DE OLIVEIRA E.P.;RUA PRINCIPAL S/N SEDE;131; ;266
4;CAROEBE;CENTRO;1139;E.P.M. SANTA BRUNHARA BARBOSA;AV. AMAZÔNIA, N.º 06;16; ;242
4;CAROEBE;CENTRO;1139;E.P.M. SANTA BRUNHARA BARBOSA;AV. AMAZÔNIA, N.º 06;19; ;237
4;CAROEBE;CENTRO;1139;E.P.M. SANTA BRUNHARA BARBOSA;AV. AMAZÔNIA, N.º 06;20; ;243
4;CAROEBE;CENTRO;1139;E.P.M. SANTA BRUNHARA BARBOSA;AV. AMAZÔNIA, N.º 06;64; ;238
4;CAROEBE;CENTRO;1139;E.P.M. SANTA BRUNHARA BARBOSA;AV. AMAZÔNIA, N.º 06;84;86;387
4;CAROEBE;CENTRO;1139;E.P.M. SANTA BRUNHARA BARBOSA;AV. AMAZÔNIA, N.º 06;89; ;241
4;CAROEBE;CENTRO;1139;E.P.M. SANTA BRUNHARA BARBOSA;AV. AMAZÔNIA, N.º 06;99; ;195
4;CAROEBE;CENTRO;1139;E.P.M. SANTA BRUNHARA BARBOSA;AV. AMAZÔNIA, N.º 06;126; ;234
4;CAROEBE;RURAL;1015;PROFESSOR VIDAL DA PENHA E.P.;VICINAL P 5 1086 VILA ENTRE RIOS;11; ;211
4;CAROEBE;RURAL;1015;PROFESSOR VIDAL DA PENHA E.P.;VICINAL P 5 1086 VILA ENTRE RIOS;12; ;214
4;CAROEBE;RURAL;1015;PROFESSOR VIDAL DA PENHA E.P.;VICINAL P 5 1086 VILA ENTRE RIOS;13; ;209
4;CAROEBE;RURAL;1015;PROFESSOR VIDAL DA PENHA E.P.;VICINAL P 5 1086 VILA ENTRE RIOS;53; ;214
4;CAROEBE;RURAL;1015;PROFESSOR VIDAL DA PENHA E.P.;VICINAL P 5 1086 VILA ENTRE RIOS;125; ;207
4;CAROEBE;RURAL;1040;MALOCA DO RIO JATAPUZINHO E.M.;MALOCA DO RIO JATAPUZINHO S/N INTERIOR;63; ;184
4;CAROEBE;RURAL;1058;E.P.E. CLOVIS NOVA DA COSTA TEL. 021 95 4400 7206;BR 210 KM 118 INTERIOR;65; ;237
4;CAROEBE;VILA ENTRE RIOS;1120;E.P.M. MIRIAM ALVES FERREIRA;AV. JAIME PESSOA, S/N, CENTRO;92; ;213
4;CAROEBE;VILA ENTRE RIOS;1120;E.P.M. MIRIAM ALVES FERREIRA;AV. JAIME PESSOA, S/N, CENTRO;107; ;214
4;SÃO JOÃO DA BALIZA;CENTRO;1058;CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL;AV. SÃO PAULO;80;112;337
4;SÃO JOÃO DA BALIZA;INDUSTRIAL;1023;E.P.M. DARCY PEDROSO DA SILVA;RUA SÃO DOMINGOS, S/N, SEDE, TEL. 3235 1353;1; ;233
